"unit_number","week","dt_hours","ma"
"HC4029","W38 - 23","0","100"
"HC4029","W37 - 23","0","100"
"HC4029","W36 - 23","0","100"
"HC4029","W35 - 23","0","100"
"HC4029","W34 - 23","0","100"
"HC4029","W33 - 23","0","100"
"HC4029","W32 - 23","0","100"
"HC4029","W31 - 23","0","100"
"HC4029","W30 - 23","0","100"
"HC4029","W29 - 23","0","100"
"HC4029","W28 - 23","0","100"
"HC4029","W27 - 23","0","100"
"HC4029","W26 - 23","0","100"
"HC4029","W25 - 23","0","100"
"HC4029","W24 - 23","0","100"
"HC4029","W23 - 23","0","100"
"HC4029","W22 - 23","0","100"
"HC4029","W21 - 23","0","100"
"HC4029","W20 - 23","0","100"
"HC4029","W19 - 23","0","100"
"HC4029","W18 - 23","0","100"
"HC4029","W17 - 23","0","100"
"HC4029","W16 - 23","0","100"
"HC4030","W53 - 23","0","100"
"HC4030","W52 - 23","0","100"
"HC4030","W51 - 23","0","100"
"HC4030","W49 - 23","0","100"
"HC4030","W48 - 23","0","100"
"HC4030","W47 - 23","0","100"
"HC4030","W46 - 23","0","100"
"HC4030","W45 - 23","0","100"
"HC4030","W44 - 23","0","100"
"HC4030","W43 - 23","0","100"
"HC4030","W42 - 23","0","100"
"HC4030","W41 - 23","0","100"
"HC4030","W40 - 23","0","100"
"HC4030","W39 - 23","0","100"
"HC4030","W38 - 23","0","100"
"HC4030","W37 - 23","0","100"
"HC4030","W36 - 23","0","100"
"HC4030","W35 - 23","0","100"
"HC4030","W34 - 23","0","100"
"HC4030","W33 - 23","0","100"
"HC4030","W32 - 23","0","100"
"HC4030","W31 - 23","0","100"
"HC4030","W30 - 23","0","100"
"HC4030","W29 - 23","0","100"
"HC4030","W28 - 23","0","100"
"HC4030","W27 - 23","0","100"
"HC4030","W26 - 23","0","100"
"HC4030","W25 - 23","0","100"
"HC4030","W24 - 23","0","100"
"HC4030","W23 - 23","0","100"
"HC4030","W22 - 23","0","100"
"HC4030","W21 - 23","0","100"
"HC4030","W20 - 23","0","100"
"HC4030","W19 - 23","0","100"
"HC4030","W18 - 23","0","100"
"HC4030","W17 - 23","0","100"
"HC4030","W16 - 23","0","100"
"HC4031","W53 - 23","0","100"
"HC4031","W52 - 23","10.98","93.47"
"HC4031","W51 - 23","0.97","99.42"
"HC4031","W49 - 23","5.61","96.66"
"HC4031","W48 - 23","93.89","44.11"
"HC4031","W47 - 23","151.43","9.86"
"HC4031","W46 - 23","7.85","95.33"
"HC4031","W45 - 23","26.16","84.43"
"HC4031","W44 - 23","2.76","98.35"
"HC4031","W43 - 23","0","100"
"HC4031","W42 - 23","0","100"
"HC4031","W41 - 23","0","100"
"HC4031","W40 - 23","0","100"
"HC4031","W39 - 23","0.5","99.71"
"HC4031","W38 - 23","0","100"
"HC4031","W37 - 23","0.02","99.99"
"HC4031","W36 - 23","0","100"
"HC4031","W35 - 23","0","100"
"HC4031","W34 - 23","0","100"
"HC4031","W33 - 23","0","100"
"HC4031","W32 - 23","0","100"
"HC4031","W31 - 23","0","100"
"HC4031","W30 - 23","0","100"
"HC4031","W29 - 23","0","100"
"HC4031","W28 - 23","0","100"
"HC4031","W27 - 23","0","100"
"HC4031","W26 - 23","0","100"
"HC4031","W25 - 23","0","100"
"HC4031","W24 - 23","0","100"
"HC4031","W23 - 23","0","100"
"HC4031","W22 - 23","0","100"
"HC4031","W21 - 23","0","100"
"HC4031","W20 - 23","0","100"
"HC4031","W19 - 23","0","100"
"HC4031","W18 - 23","0","100"
"HC4031","W17 - 23","0","100"
"HC4031","W16 - 23","0","100"
"HC4032","W53 - 23","0","100"
"HC4032","W52 - 23","1.11","99.34"
"HC4032","W51 - 23","5.22","96.89"
"HC4032","W49 - 23","0","100"
"HC4032","W48 - 23","8.97","94.66"
"HC4032","W47 - 23","0.25","99.85"
"HC4032","W46 - 23","12.08","92.81"
"HC4032","W45 - 23","11.23","93.31"
"HC4032","W44 - 23","2.93","98.26"
"HC4032","W43 - 23","30.52","81.83"
"HC4032","W42 - 23","3.38","97.99"
"HC4032","W41 - 23","3.31","98.03"
"HC4032","W40 - 23","0","100"
"HC4032","W39 - 23","21.95","86.94"
"HC4032","W38 - 23","10.38","93.82"
"HC4032","W37 - 23","0.63","99.63"
"HC4032","W36 - 23","1.59","99.05"
"HC4032","W35 - 23","0","100"
"HC4032","W34 - 23","0","100"
"HC4032","W33 - 23","0","100"
"HC4032","W32 - 23","0","100"
"HC4032","W31 - 23","0","100"
"HC4032","W30 - 23","0","100"
"HC4032","W29 - 23","0","100"
"HC4032","W28 - 23","0","100"
"HC4032","W27 - 23","0","100"
"HC4032","W26 - 23","0","100"
"HC4032","W25 - 23","0","100"
"HC4032","W24 - 23","0","100"
"HC4032","W23 - 23","0","100"
"HC4032","W22 - 23","0","100"
"HC4032","W21 - 23","0","100"
"HC4032","W20 - 23","0","100"
"HC4032","W19 - 23","0","100"
"HC4032","W18 - 23","0","100"
"HC4032","W17 - 23","2.79","98.34"
"HC4032","W16 - 23","0","100"
"HC4033","W53 - 23","0","100"
"HC4033","W52 - 23","0","100"
"HC4033","W51 - 23","0","100"
"HC4033","W49 - 23","0","100"
"HC4033","W48 - 23","0","100"
"HC4033","W47 - 23","0","100"
"HC4033","W46 - 23","0","100"
"HC4033","W45 - 23","0","100"
"HC4033","W44 - 23","0","100"
"HC4033","W43 - 23","0","100"
"HC4033","W42 - 23","0","100"
"HC4034","W53 - 23","0","100"
"HC4034","W52 - 23","0","100"
"HC4034","W51 - 23","0","100"
"HC4034","W49 - 23","0","100"
"HC4034","W48 - 23","0","100"
"HC4034","W47 - 23","0","100"
"HC4034","W46 - 23","0","100"
"HC4034","W45 - 23","0","100"
"HC4034","W44 - 23","0","100"
"HC4034","W43 - 23","0","100"
"HC4034","W42 - 23","0","100"
"HC4034","W41 - 23","0","100"
"HC4034","W40 - 23","0","100"
"HC4034","W39 - 23","0","100"
"HC4034","W38 - 23","0","100"
"HC4034","W37 - 23","0","100"
"HC4034","W36 - 23","0","100"
"HC4034","W35 - 23","0","100"
"HC4034","W34 - 23","0","100"
"HC4034","W33 - 23","0","100"
"HC4034","W32 - 23","0","100"
"HC4034","W31 - 23","0","100"
"HC4034","W30 - 23","0","100"
"HC4034","W29 - 23","0","100"
"HC4034","W28 - 23","0","100"
"HC4034","W27 - 23","0","100"
"HC4034","W26 - 23","0","100"
"HC4034","W25 - 23","0","100"
"HC4034","W24 - 23","0","100"
"HC4034","W23 - 23","0","100"
"HC4034","W22 - 23","0","100"
"HC4034","W21 - 23","0","100"
"HC4034","W20 - 23","0","100"
"HC4034","W19 - 23","0","100"
"HC4034","W18 - 23","0","100"
"HC4034","W17 - 23","0","100"
"HC4034","W16 - 23","0","100"
"HC4037","W53 - 23","0","100"
"HC4037","W52 - 23","0","100"
"HC4037","W51 - 23","0","100"
"HC4037","W49 - 23","0","100"
"HC4037","W48 - 23","0","100"
"HC4037","W47 - 23","0","100"
"HC4037","W46 - 23","0","100"
"HC4037","W45 - 23","0","100"
"HC4037","W44 - 23","49.991","70.243454"
"HC4037","W43 - 23","114.476","31.859524"
"HC4037","W42 - 23","38.85","76.875"
"HC4037","W41 - 23","48.459","71.15536"
"HC4037","W40 - 23","13.633","91.88512"
"HC4037","W39 - 23","0","100"
"HC4037","W38 - 23","0","100"
"HC4037","W37 - 23","0","100"
"HC4037","W36 - 23","94.254","43.896427"
"HC4037","W35 - 23","12.704","92.438095"
"HC4037","W34 - 23","131.621","21.654167"
"HC4037","W33 - 23","106.72","36.47619"
"HC4037","W32 - 23","92.657","44.847023"
"HC4037","W31 - 23","69.568","58.590477"
"HC4037","W30 - 23","11.093","93.397026"
"HC4037","W29 - 23","0","100"
"HC4037","W28 - 23","19.057","88.65655"
"HC4037","W27 - 23","0","100"
"HC4037","W26 - 23","0","100"
"HC4037","W25 - 23","0","100"
"HC4037","W24 - 23","21.413","87.254166"
"HC4037","W23 - 23","13.425","92.00893"
"HC4037","W22 - 23","1.022","99.39167"
"HC4037","W21 - 23","11.323","93.26012"
"HC4037","W20 - 23","0","100"
"HC4037","W19 - 23","18.72","88.85714"
"HC4037","W18 - 23","154.97","7.7559524"
"HC4037","W17 - 23","168","0"
"HC4037","W16 - 23","168","0"
"HC4038","W53 - 23","0","100"
"HC4038","W52 - 23","0","100"
"HC4038","W51 - 23","0","100"
"HC4038","W49 - 23","0","100"
"HC4038","W48 - 23","0","100"
"HC4038","W47 - 23","0","100"
"HC4038","W46 - 23","0","100"
"HC4038","W45 - 23","0","100"
"HC4038","W44 - 23","0","100"
"HC4038","W43 - 23","0","100"
"HC4038","W42 - 23","0","100"
"HC4038","W41 - 23","0","100"
"HC4038","W40 - 23","0","100"
"HC4038","W39 - 23","0","100"
"HC4038","W38 - 23","0","100"
"HC4038","W37 - 23","0","100"
"HC4038","W36 - 23","0","100"
"HC4038","W35 - 23","0","100"
"HC4038","W34 - 23","0","100"
"HC4038","W33 - 23","0","100"
"HC4038","W32 - 23","0","100"
"HC4038","W31 - 23","0","100"
"HC4038","W30 - 23","0","100"
"HC4038","W29 - 23","0","100"
"HC4038","W28 - 23","0","100"
"HC4038","W27 - 23","0","100"
"HC4038","W26 - 23","0","100"
"HC4038","W25 - 23","0","100"
"HC4038","W24 - 23","0","100"
"HC4038","W23 - 23","0","100"
"HC4038","W22 - 23","0","100"
"HC4038","W21 - 23","0","100"
"HC4038","W20 - 23","0","100"
"HC4038","W19 - 23","0","100"
"HC4038","W18 - 23","0","100"
"HC4038","W17 - 23","0","100"
"HC4038","W16 - 23","0","100"
"HC4039","W53 - 23","0","100"
"HC4039","W52 - 23","0","100"
"HC4039","W51 - 23","0","100"
"HC4039","W49 - 23","0","100"
"HC4039","W48 - 23","0","100"
"HC4039","W47 - 23","0","100"
"HC4039","W46 - 23","0","100"
"HC4039","W45 - 23","0","100"
"HC4039","W44 - 23","0","100"
"HC4039","W43 - 23","0","100"
"HC4039","W42 - 23","0","100"
"HC4039","W41 - 23","0","100"
"HC4039","W40 - 23","0","100"
"HC4039","W39 - 23","0","100"
"HC4039","W38 - 23","0","100"
"HC4039","W37 - 23","0","100"
"HC4039","W36 - 23","0","100"
"HC4039","W35 - 23","0","100"
"HC4039","W34 - 23","0","100"
"HC4039","W33 - 23","0","100"
"HC4039","W32 - 23","0","100"
"HC4039","W31 - 23","0","100"
"HC4039","W30 - 23","0","100"
"HC4039","W29 - 23","0","100"
"HC4039","W28 - 23","0","100"
"HC4039","W27 - 23","0","100"
"HC4039","W26 - 23","0","100"
"HC4039","W25 - 23","0","100"
"HC4039","W24 - 23","0","100"
"HC4039","W23 - 23","0","100"
"HC4039","W22 - 23","0","100"
"HC4039","W21 - 23","0","100"
"HC4039","W20 - 23","0","100"
"HC4039","W19 - 23","0","100"
"HC4039","W18 - 23","0","100"
"HC4039","W17 - 23","0","100"
"HC4039","W16 - 23","0","100"
"HC4040","W53 - 23","0","100"
"HC4040","W52 - 23","6.34","96.23"
"HC4040","W51 - 23","0","100"
"HC4040","W49 - 23","0","100"
"HC4040","W48 - 23","0","100"
"HC4040","W47 - 23","0","100"
"HC4040","W46 - 23","0","100"
"HC4040","W45 - 23","0","100"
"HC4040","W44 - 23","0.55","99.67"
"HC4040","W43 - 23","0","100"
"HC4040","W42 - 23","0","100"
"HC4040","W41 - 23","0","100"
"HC4040","W40 - 23","0.45","99.73"
"HC4040","W39 - 23","0","100"
"HC4040","W38 - 23","0","100"
"HC4040","W37 - 23","0","100"
"HC4040","W36 - 23","0","100"
"HC4040","W35 - 23","0","100"
"HC4040","W34 - 23","0","100"
"HC4040","W33 - 23","0","100"
"HC4040","W32 - 23","0","100"
"HC4040","W31 - 23","0","100"
"HC4040","W30 - 23","0","100"
"HC4040","W29 - 23","0","100"
"HC4040","W28 - 23","0","100"
"HC4040","W27 - 23","0","100"
"HC4040","W26 - 23","0.73","99.57"
"HC4040","W25 - 23","15.62","90.7"
"HC4040","W24 - 23","19.53","88.38"
"HC4040","W23 - 23","0.34","99.8"
"HC4040","W22 - 23","0","100"
"HC4040","W21 - 23","0","100"
"HC4040","W20 - 23","0","100"
"HC4040","W19 - 23","0","100"
"HC4040","W18 - 23","0","100"
"HC4040","W17 - 23","0","100"
"HC4040","W16 - 23","0","100"
"HC4042","W53 - 23","168","0"
"HC4042","W52 - 23","168","0"
"HC4042","W51 - 23","168","0"
"HC4042","W49 - 23","168","0"
"HC4042","W48 - 23","168","0"
"HC4042","W47 - 23","0","100"
"HC4042","W46 - 23","168","0"
"HC4042","W45 - 23","168","0"
"HC4042","W44 - 23","168","0"
"HC4042","W43 - 23","168","0"
"HC4042","W42 - 23","168","0"
"HC4042","W41 - 23","168","0"
"HC4042","W40 - 23","168","0"
"HC4042","W39 - 23","168","0"
"HC4042","W38 - 23","168","0"
"HC4042","W37 - 23","168","0"
"HC4042","W36 - 23","168","0"
"HC4042","W35 - 23","168","0"
"HC4042","W34 - 23","168","0"
"HC4042","W33 - 23","168","0"
"HC4042","W32 - 23","168","0"
"HC4042","W31 - 23","168","0"
"HC4042","W30 - 23","168","0"
"HC4042","W29 - 23","168","0"
"HC4042","W28 - 23","168","0"
"HC4042","W27 - 23","168","0"
"HC4042","W26 - 23","168","0"
"HC4042","W25 - 23","168","0"
"HC4042","W24 - 23","168","0"
"HC4042","W23 - 23","168","0"
"HC4042","W22 - 23","168","0"
"HC4042","W21 - 23","168","0"
"HC4042","W20 - 23","168","0"
"HC4042","W19 - 23","168","0"
"HC4042","W18 - 23","168","0"
"HC4042","W17 - 23","168","0"
"HC4042","W16 - 23","168","0"
"HC4044","W53 - 23","127.05","24.38"
"HC4044","W52 - 23","37.73","77.54"
"HC4044","W51 - 23","44.7","73.39"
"HC4044","W49 - 23","22.76","86.45"
"HC4044","W48 - 23","11.66","93.06"
"HC4044","W47 - 23","4.72","97.19"
"HC4044","W46 - 23","12.36","92.64"
"HC4044","W45 - 23","17.26","89.73"
"HC4044","W44 - 23","10.24","93.91"
"HC4044","W43 - 23","10.28","93.88"
"HC4044","W42 - 23","40.28","76.03"
"HC4044","W41 - 23","0.28","99.83"
"HC4044","W40 - 23","16.34","90.27"
"HC4044","W39 - 23","19.65","88.31"
"HC4044","W38 - 23","18.08","89.24"
"HC4044","W37 - 23","19.93","88.14"
"HC4044","W36 - 23","0","100"
"HC4044","W35 - 23","0","100"
"HC4044","W34 - 23","0","100"
"HC4044","W33 - 23","0","100"
"HC4044","W32 - 23","0","100"
"HC4044","W31 - 23","15.99","90.48"
"HC4044","W30 - 23","0","100"
"HC4044","W29 - 23","0","100"
"HC4044","W28 - 23","0","100"
"HC4044","W27 - 23","0","100"
"HC4044","W26 - 23","0","100"
"HC4044","W25 - 23","0","100"
"HC4044","W24 - 23","3.64","97.84"
"HC4044","W23 - 23","0","100"
"HC4044","W22 - 23","48.48","71.14"
"HC4044","W21 - 23","12.94","92.29"
"HC4044","W20 - 23","9.61","94.28"
"HC4044","W19 - 23","49.94","70.27"
"HC4044","W18 - 23","11.64","93.07"
"HC4044","W17 - 23","8.71","94.82"
"HC4044","W16 - 23","0","100"
"HC4045","W53 - 23","0","100"
"HC4045","W52 - 23","0","100"
"HC4045","W51 - 23","0","100"
"HC4045","W49 - 23","0","100"
"HC4045","W48 - 23","0","100"
"HC4045","W47 - 23","0","100"
"HC4045","W46 - 23","0","100"
"HC4045","W45 - 23","0","100"
"HC4045","W44 - 23","0","100"
"HC4045","W43 - 23","0","100"
"HC4045","W42 - 23","0","100"
"HC4045","W41 - 23","0","100"
"HC4045","W40 - 23","0","100"
"HC4045","W39 - 23","0","100"
"HC4045","W38 - 23","0","100"
"HC4045","W37 - 23","0","100"
"HC4045","W36 - 23","0","100"
"HC4045","W35 - 23","0","100"
"HC4045","W34 - 23","0","100"
"HC4045","W33 - 23","0","100"
"HC4045","W32 - 23","0","100"
"HC4045","W31 - 23","0","100"
"HC4045","W30 - 23","0","100"
"HC4045","W29 - 23","0","100"
"HC4045","W28 - 23","0","100"
"HC4045","W27 - 23","0","100"
"HC4045","W26 - 23","0","100"
"HC4045","W25 - 23","0","100"
"HC4045","W24 - 23","0","100"
"HC4045","W23 - 23","0","100"
"HC4045","W22 - 23","0","100"
"HC4045","W21 - 23","0","100"
"HC4045","W20 - 23","0","100"
"HC4045","W19 - 23","0","100"
"HC4045","W18 - 23","0","100"
"HC4045","W17 - 23","0","100"
"HC4045","W16 - 23","0","100"
"HC4046","W53 - 23","168","0"
"HC4046","W52 - 23","168","0"
"HC4046","W51 - 23","168","0"
"HC4046","W49 - 23","0","100"
"HC4046","W48 - 23","0","100"
"HC4046","W47 - 23","0","100"
"HC4046","W46 - 23","1.698","98.98929"
"HC4046","W45 - 23","37.878","77.453575"
"HC4046","W44 - 23","0","100"
"HC4046","W43 - 23","0.024","99.98572"
"HC4046","W42 - 23","100.845","39.973213"
"HC4046","W41 - 23","2.664","98.41428"
"HC4046","W40 - 23","32.042","80.92738"
"HC4046","W39 - 23","11.563","93.11726"
"HC4046","W38 - 23","0","100"
"HC4046","W37 - 23","19.747","88.245834"
"HC4046","W36 - 23","0","100"
"HC4046","W35 - 23","0","100"
"HC4046","W34 - 23","19.443","88.42679"
"HC4046","W33 - 23","24.012","85.707146"
"HC4046","W32 - 23","13.979","91.67917"
"HC4046","W31 - 23","109.09","35.065475"
"HC4046","W30 - 23","111.866","33.413094"
"HC4046","W29 - 23","0","100"
"HC4046","W28 - 23","0","100"
"HC4046","W27 - 23","0","100"
"HC4046","W26 - 23","0","100"
"HC4046","W25 - 23","0","100"
"HC4046","W24 - 23","0","100"
"HC4046","W23 - 23","0","100"
"HC4046","W22 - 23","23.917","85.76369"
"HC4046","W21 - 23","6.175","96.3244"
"HC4046","W20 - 23","0","100"
"HC4046","W19 - 23","0","100"
"HC4046","W18 - 23","109.993","34.527977"
"HC4046","W17 - 23","168","0"
"HC4046","W16 - 23","168","0"
"HC4047","W53 - 23","0","100"
"HC4047","W52 - 23","0","100"
"HC4047","W51 - 23","0","100"
"HC4047","W49 - 23","0","100"
"HC4047","W48 - 23","0","100"
"HC4047","W47 - 23","0","100"
"HC4047","W46 - 23","0","100"
"HC4047","W45 - 23","0","100"
"HC4047","W44 - 23","0","100"
"HC4047","W43 - 23","0","100"
"HC4047","W42 - 23","0","100"
"HC4047","W41 - 23","0","100"
"HC4047","W40 - 23","0","100"
"HC4047","W39 - 23","0","100"
"HC4047","W38 - 23","0","100"
"HC4047","W37 - 23","0","100"
"HC4047","W36 - 23","0","100"
"HC4047","W35 - 23","0","100"
"HC4047","W34 - 23","0","100"
"HC4047","W33 - 23","0","100"
"HC4047","W32 - 23","0","100"
"HC4047","W31 - 23","0","100"
"HC4047","W30 - 23","0","100"
"HC4047","W29 - 23","0","100"
"HC4047","W28 - 23","0","100"
"HC4047","W27 - 23","0","100"
"HC4047","W26 - 23","0","100"
"HC4047","W25 - 23","0","100"
"HC4047","W24 - 23","0","100"
"HC4047","W23 - 23","0","100"
"HC4047","W22 - 23","0","100"
"HC4047","W21 - 23","0","100"
"HC4047","W20 - 23","0","100"
"HC4047","W19 - 23","0","100"
"HC4047","W18 - 23","0","100"
"HC4047","W17 - 23","0","100"
"HC4047","W16 - 23","0","100"
"HC4050","W53 - 23","168","0"
"HC4050","W52 - 23","168","0"
"HC4050","W51 - 23","168","0"
"HC4050","W49 - 23","168","0"
"HC4050","W48 - 23","168","0"
"HC4050","W47 - 23","168","0"
"HC4050","W46 - 23","168","0"
"HC4050","W45 - 23","168","0"
"HC4050","W44 - 23","168","0"
"HC4050","W43 - 23","168","0"
"HC4050","W42 - 23","168","0"
"HC4050","W41 - 23","168","0"
"HC4050","W40 - 23","168","0"
"HC4050","W39 - 23","168","0"
"HC4050","W38 - 23","168","0"
"HC4050","W37 - 23","168","0"
"HC4050","W36 - 23","168","0"
"HC4050","W35 - 23","168","0"
"HC4050","W34 - 23","168","0"
"HC4050","W33 - 23","168","0"
"HC4050","W32 - 23","168","0"
"HC4050","W31 - 23","168","0"
"HC4050","W30 - 23","168","0"
"HC4050","W29 - 23","168","0"
"HC4050","W28 - 23","168","0"
"HC4050","W27 - 23","168","0"
"HC4050","W26 - 23","168","0"
"HC4050","W25 - 23","168","0"
"HC4050","W24 - 23","168","0"
"HC4050","W23 - 23","168","0"
"HC4050","W22 - 23","168","0"
"HC4050","W21 - 23","168","0"
"HC4050","W20 - 23","168","0"
"HC4050","W19 - 23","168","0"
"HC4050","W18 - 23","168","0"
"HC4050","W17 - 23","168","0"
"HC4050","W16 - 23","168","0"
"HC4053","W53 - 23","0","100"
"HC4053","W52 - 23","0","100"
"HC4053","W51 - 23","0","100"
"HC4053","W49 - 23","0","100"
"HC4053","W48 - 23","0","100"
"HC4053","W47 - 23","0","100"
"HC4053","W46 - 23","0","100"
"HC4053","W45 - 23","0","100"
"HC4053","W44 - 23","0","100"
"HC4053","W43 - 23","0","100"
"HC4053","W42 - 23","0","100"
"HC4053","W41 - 23","0","100"
"HC4053","W40 - 23","0","100"
"HC4053","W39 - 23","0","100"
"HC4053","W38 - 23","0","100"
"HC4053","W37 - 23","0","100"
"HC4053","W36 - 23","0","100"
"HC4053","W35 - 23","0","100"
"HC4053","W34 - 23","0","100"
"HC4053","W33 - 23","0","100"
"HC4053","W32 - 23","0","100"
"HC4053","W31 - 23","0","100"
"HC4053","W30 - 23","0","100"
"HC4053","W29 - 23","0","100"
"HC4053","W28 - 23","0","100"
"HC4053","W27 - 23","0","100"
"HC4053","W26 - 23","0","100"
"HC4053","W25 - 23","0","100"
"HC4053","W24 - 23","0","100"
"HC4053","W23 - 23","0","100"
"HC4053","W22 - 23","0","100"
"HC4053","W21 - 23","0","100"
"HC4053","W20 - 23","0","100"
"HC4053","W19 - 23","0","100"
"HC4053","W18 - 23","0","100"
"HC4053","W17 - 23","0","100"
"HC4053","W16 - 23","0","100"
"HC4054","W53 - 23","0","100"
"HC4054","W52 - 23","0","100"
"HC4054","W51 - 23","0","100"
"HC4054","W49 - 23","0","100"
"HC4054","W48 - 23","0","100"
"HC4054","W47 - 23","0","100"
"HC4054","W46 - 23","0","100"
"HC4054","W45 - 23","0","100"
"HC4054","W44 - 23","0","100"
"HC4054","W43 - 23","0","100"
"HC4054","W42 - 23","0","100"
"HC4054","W41 - 23","0","100"
"HC4054","W40 - 23","0","100"
"HC4054","W39 - 23","0","100"
"HC4054","W38 - 23","0","100"
"HC4054","W37 - 23","0","100"
"HC4054","W36 - 23","0","100"
"HC4054","W35 - 23","0","100"
"HC4054","W34 - 23","0","100"
"HC4054","W33 - 23","0","100"
"HC4054","W32 - 23","0","100"
"HC4054","W31 - 23","0","100"
"HC4054","W30 - 23","0","100"
"HC4054","W29 - 23","0","100"
"HC4054","W28 - 23","0","100"
"HC4054","W27 - 23","0","100"
"HC4054","W26 - 23","0","100"
"HC4054","W25 - 23","0","100"
"HC4054","W24 - 23","0","100"
"HC4054","W23 - 23","0","100"
"HC4054","W22 - 23","0","100"
"HC4054","W21 - 23","0","100"
"HC4054","W20 - 23","0","100"
"HC4054","W19 - 23","0","100"
"HC4054","W18 - 23","0","100"
"HC4054","W17 - 23","0","100"
"HC4054","W16 - 23","0","100"
"HC4055","W53 - 23","158.808","5.4714284"
"HC4055","W52 - 23","120.373","28.349405"
"HC4055","W51 - 23","134.98","19.654762"
"HC4055","W49 - 23","109.473","34.8375"
"HC4055","W48 - 23","121.107","27.9125"
"HC4055","W47 - 23","95.771","42.993454"
"HC4055","W46 - 23","106.718","36.477383"
"HC4055","W45 - 23","11.684","93.045235"
"HC4055","W44 - 23","122.476","27.097618"
"HC4055","W43 - 23","130.464","22.342857"
"HC4055","W42 - 23","139.355","17.050594"
"HC4055","W41 - 23","13.51","91.958336"
"HC4055","W40 - 23","62.12","63.02381"
"HC4055","W39 - 23","0","100"
"HC4055","W38 - 23","7.341","95.630356"
"HC4055","W37 - 23","129.616","22.847618"
"HC4055","W36 - 23","96.055","42.824406"
"HC4055","W35 - 23","17.571","89.54107"
"HC4055","W34 - 23","44.228","73.67381"
"HC4055","W33 - 23","0","100"
"HC4055","W32 - 23","19.261","88.53512"
"HC4055","W31 - 23","0.169","99.89941"
"HC4055","W30 - 23","0","100"
"HC4055","W29 - 23","1.651","99.017265"
"HC4055","W28 - 23","14.518","91.35833"
"HC4055","W27 - 23","8.683","94.83155"
"HC4055","W26 - 23","22.446","86.63928"
"HC4055","W25 - 23","38.871","76.8625"
"HC4055","W24 - 23","8.558","94.90595"
"HC4055","W23 - 23","0","100"
"HC4055","W22 - 23","0","100"
"HC4055","W21 - 23","6.377","96.20417"
"HC4055","W20 - 23","0","100"
"HC4055","W19 - 23","19.697","88.2756"
"HC4055","W18 - 23","85.73","48.970238"
"HC4055","W17 - 23","168","0"
"HC4055","W16 - 23","168","0"
"HC4059","W53 - 23","0","100"
"HC4059","W52 - 23","0","100"
"HC4059","W51 - 23","0","100"
"HC4059","W49 - 23","0","100"
"HC4059","W48 - 23","0","100"
"HC4059","W47 - 23","0","100"
"HC4059","W46 - 23","0","100"
"HC4059","W45 - 23","0","100"
"HC4059","W44 - 23","0","100"
"HC4059","W43 - 23","0","100"
"HC4059","W42 - 23","0","100"
"HC4059","W41 - 23","0","100"
"HC4059","W40 - 23","0","100"
"HC4059","W39 - 23","0","100"
"HC4059","W38 - 23","0","100"
"HC4059","W37 - 23","0","100"
"HC4059","W36 - 23","0","100"
"HC4059","W35 - 23","0","100"
"HC4059","W34 - 23","0","100"
"HC4059","W33 - 23","0","100"
"HC4059","W32 - 23","0","100"
"HC4059","W31 - 23","0","100"
"HC4059","W30 - 23","0","100"
"HC4059","W29 - 23","0","100"
"HC4059","W28 - 23","0","100"
"HC4059","W27 - 23","0","100"
"HC4059","W26 - 23","0","100"
"HC4059","W25 - 23","0","100"
"HC4059","W24 - 23","0","100"
"HC4059","W23 - 23","0","100"
"HC4059","W22 - 23","0","100"
"HC4059","W21 - 23","0","100"
"HC4059","W20 - 23","0","100"
"HC4059","W19 - 23","0","100"
"HC4059","W18 - 23","0","100"
"HC4059","W17 - 23","0","100"
"HC4059","W16 - 23","0","100"
"HC4060","W53 - 23","0","100"
"HC4060","W52 - 23","38.818","76.89405"
"HC4060","W51 - 23","0","100"
"HC4060","W49 - 23","8.302","95.058334"
"HC4060","W48 - 23","6.179","96.32202"
"HC4060","W47 - 23","121.42","27.72619"
"HC4060","W46 - 23","0.026","99.98453"
"HC4060","W45 - 23","0","100"
"HC4060","W44 - 23","7.214","95.705956"
"HC4060","W43 - 23","0","100"
"HC4060","W42 - 23","2.732","98.37381"
"HC4060","W41 - 23","0","100"
"HC4060","W40 - 23","15.792","90.6"
"HC4060","W39 - 23","13.927","91.71012"
"HC4060","W38 - 23","0","100"
"HC4060","W37 - 23","0","100"
"HC4060","W36 - 23","0","100"
"HC4060","W35 - 23","0","100"
"HC4060","W34 - 23","0","100"
"HC4060","W33 - 23","7.144","95.74762"
"HC4060","W32 - 23","0","100"
"HC4060","W31 - 23","0","100"
"HC4060","W30 - 23","0","100"
"HC4060","W29 - 23","0","100"
"HC4060","W28 - 23","0","100"
"HC4060","W27 - 23","0","100"
"HC4060","W26 - 23","0","100"
"HC4060","W25 - 23","0","100"
"HC4060","W24 - 23","0","100"
"HC4060","W23 - 23","0","100"
"HC4060","W22 - 23","0","100"
"HC4060","W21 - 23","0","100"
"HC4060","W20 - 23","0","100"
"HC4060","W19 - 23","0","100"
"HC4060","W18 - 23","0","100"
"HC4060","W17 - 23","0","100"
"HC4060","W16 - 23","0","100"
"HC4063","W53 - 23","0","100"
"HC4063","W52 - 23","7.9","95.3"
"HC4063","W51 - 23","0","100"
"HC4063","W49 - 23","0","100"
"HC4063","W48 - 23","0","100"
"HC4063","W47 - 23","0","100"
