"unit_number","name","value","timestamp"
"HC20708","Discharge Pressure Stg 3","1288","2024-05-31 16:32:19.912396+00"
"HC20708","Discharge Pressure Stg 1","163","2024-05-31 16:32:19.912396+00"
"HC20708","Discharge Pressure Stg 2","453","2024-05-31 16:32:19.912396+00"
"HC20708","Engine Speed","1311","2024-05-31 16:32:19.912396+00"
"HC20708","RSRQ","-9","2024-05-30 23:59:47.378565+00"
"HC20708","Cell Modem Status","Modem Ready","2024-05-30 23:59:47.378565+00"
"HC20708","Cell Mode","4G","2024-05-30 23:59:47.378565+00"
"HC20708","RSSI","-67","2024-05-30 23:59:47.378565+00"
"HC20708","RSRP","-96","2024-05-30 23:59:47.378565+00"
"HC20708","Cellular Signal Bars","3","2024-05-30 23:59:47.378565+00"
"HC20708","Cell Modem Restarts","24","2024-05-30 23:59:47.378565+00"
"HC20708","Connected Satellites","11","2024-05-30 23:59:45.859558+00"
"HC20708","GPS Status","Reported Position is Current","2024-05-30 23:59:45.859558+00"
"HC20708","Latitude","31.3664800","2024-05-30 23:59:45.859558+00"
"HC20708","Longitude","-101.8114908","2024-05-30 23:59:45.859558+00"
"HC20708","Altitude","2735.6","2024-05-30 23:59:45.859558+00"
"HC20708","Last System Reboot","1715815248.0","2024-05-30 23:59:40.969809+00"
"HC20708","Run Count","0","2024-05-30 23:59:40.969809+00"
"HC20708","Version Revision","8","2024-05-30 23:59:40.969809+00"
"HC20708","Carrier Options","ATT, Verizon, and Iridium","2024-05-30 23:59:40.969809+00"
"HC20708","Version Minor","1","2024-05-30 23:59:40.969809+00"
"HC20708","Modem Temperature","95","2024-05-30 23:59:40.969809+00"
"HC20708","Version Build","10","2024-05-30 23:59:40.969809+00"
"HC20708","Modem Temp Warning Level","Normal Temperature","2024-05-30 23:59:40.969809+00"
"HC20708","Version Major","5","2024-05-30 23:59:40.969809+00"
"HC20708","Active Carrier","Verizon","2024-05-30 23:59:40.969809+00"
"HC20708","Skid - Status","Running (latched)","2024-05-16 23:36:32.809692+00"
"HC20708","Skid - Last Stop Code","Manual Stop","2024-05-16 23:36:31.042222+00"
"HC20708","Skid - Current Operating State Code","Normal Operation","2024-05-16 23:36:31.042222+00"
"HC20708","Skid - Timestamp","1715902585.0","2024-05-16 23:36:31.042222+00"
"HC20708","Skid - Shutdown","Normal Operation","2024-05-16 23:35:58.542308+00"
"HC20708","Status Fault","Normal Operation","2024-05-15 23:22:16.884473+00"
"HC20708","Fault Status Low, High","0","2024-05-15 23:22:16.884473+00"
"HC20708","Disc Temp Cyl 3","218","2024-01-25 15:15:09.257+00"
"HC20708","Comp Oil Pres","75.1","2024-01-25 15:15:09.257+00"
"HC20708","1st Stg Disc Pres","98","2024-01-25 15:15:09.257+00"
"HC20708","PreConverter Temp","743","2024-01-25 15:15:09.257+00"
"HC20708","2nd Stg Disc Pres","356","2024-01-25 15:15:09.257+00"
"HC20708","Disc Temp Cyl 4","251","2024-01-25 15:15:09.257+00"
"HC20708","Disc Temp Cyl 1","224","2024-01-25 15:15:09.257+00"
"HC20708","PostConverter Temp","714","2024-01-25 15:15:09.257+00"
"HC20708","Disc Temp Cyl 2","267","2024-01-25 15:15:09.257+00"
"HC20708","Final Discharge Pressure","1286","2024-01-25 15:15:09.257+00"
"HC20708","Fault code","Normal Operation","2024-01-25 15:15:06.499+00"
"HC21001","Skid - Shutdown","Normal Operation","2024-05-24 16:05:54.225361+00"
"HC21001","Skid - Current Operating State Code","Normal Operation","2024-05-24 16:05:52.697037+00"
"HC21001","Skid - Last Stop Code","High Lubricator No Flow RB","2024-05-24 16:05:49.582217+00"
"HC21001","Skid - Status","Stopped","2024-05-24 16:05:49.582217+00"
"HC21001","Skid - Timestamp","1716566620.0","2024-05-24 16:05:49.582217+00"
"HC21001","Shutdown Code","Normal Operation","2024-05-24 16:05:41.438852+00"
"HC21001","Eng Jacket Water Temp","191","2024-05-24 16:05:39.973271+00"
"HC21001","Hour Meter","19106","2024-05-24 16:05:39.973271+00"
"HC21001","Disc Temp #2","98","2024-05-24 16:05:39.973271+00"
"HC21001","Discharge Pressure Stg 2","1065","2024-05-24 16:05:39.973271+00"
"HC21001","Comp Oil Temp","119","2024-05-24 16:05:39.973271+00"
"HC21001","Disc Temp #1","119","2024-05-24 16:05:39.973271+00"
"HC21001","Suction Pressure","1073","2024-05-24 16:05:39.973271+00"
"HC21001","Engine Speed","0","2024-05-24 16:05:39.973271+00"
"HC21001","Comp Oil Pressure","4.2","2024-05-24 16:05:39.973271+00"
"HC21001","Discharge Pressure Stg 1","1071","2024-05-24 16:05:39.973271+00"
"HC21001","Fault Status Low, High","0","2024-05-24 15:51:08.952374+00"
"HC21001","Status Fault","Normal Operation","2024-05-24 15:51:08.952374+00"
"HC21001","RSSI","-113","2024-05-24 15:51:01.317155+00"
"HC21001","Cell Modem Status","Modem Ready","2024-05-24 15:51:01.317155+00"
"HC21001","Cellular Signal Bars","5","2024-05-24 15:51:01.317155+00"
"HC21001","Cell Modem Restarts","0","2024-05-24 15:51:01.317155+00"
"HC21001","Cell Mode","0","2024-05-24 15:51:01.317155+00"
"HC21001","RSRP","0","2024-05-24 15:51:01.317155+00"
"HC21001","RSRQ","0","2024-05-24 15:51:01.317155+00"
"HC21001","Run Count","0","2024-05-24 15:50:59.918049+00"
"HC21001","Version Revision","8","2024-05-24 15:50:59.918049+00"
"HC21001","Carrier Options","ATT, Verizon, and Iridium","2024-05-24 15:50:59.918049+00"
"HC21001","Last System Reboot","1716565815.0","2024-05-24 15:50:59.918049+00"
"HC21001","Active Carrier","Verizon","2024-05-24 15:50:59.918049+00"
"HC21001","Version Major","5","2024-05-24 15:50:59.918049+00"
"HC21001","Version Build","10","2024-05-24 15:50:59.918049+00"
"HC21001","Version Minor","1","2024-05-24 15:50:59.918049+00"
"HC21001","Modem Temperature","104","2024-05-24 15:50:59.918049+00"
"HC21001","Modem Temp Warning Level","Normal Temperature","2024-05-24 15:50:59.918049+00"
"HC21001","Longitude","-104.0523571","2024-05-24 15:50:57.216426+00"
"HC21001","GPS Status","Reported Position is Current","2024-05-24 15:50:57.216426+00"
"HC21001","Altitude","3291.7","2024-05-24 15:50:57.216426+00"
"HC21001","Latitude","31.6393911","2024-05-24 15:50:57.216426+00"
"HC21001","Connected Satellites","12","2024-05-24 15:50:57.216426+00"
"HC21001","Fault code","Manual Stop","2024-03-17 00:37:56+00"
"HC21001","Comp Oil Pres","0.0","2024-03-17 00:37:53.297+00"
"HC21001","Disc Temp Cyl 2","0.0","2024-03-17 00:37:53.297+00"
"HC21001","Engine Jacket Water Temp","0.0","2024-03-17 00:37:53.297+00"
"HC21001","1st Stg Disc Pres","0.0","2024-03-17 00:37:53.297+00"
"HC21001","Disc Temp Cyl 1","0.0","2024-03-17 00:37:53.297+00"
"HC21001","2nd Stg Disc Pres","0.0","2024-03-17 00:37:53.297+00"
"HC21002","Derived Stop Status","Not Stopped (Running, Warmup, or Cooldown)","2024-05-31 16:03:47.833326+00"
"HC21002","Run Status","Running","2024-05-31 16:03:47.833326+00"
"HC21002","Fault code","Normal Operation","2024-05-31 16:03:47.833326+00"
"HC21002","Comp Oil Temp","114","2024-05-31 16:03:28.424321+00"
"HC21002","Hour Meter","18540","2024-05-31 16:03:28.424321+00"
"HC21002","Engine Jacket Water Temp","188","2024-05-31 16:03:28.424321+00"
"HC21002","Disc Temp Cyl 2","136","2024-05-31 16:03:28.424321+00"
"HC21002","Disc Temp Cyl 1","137","2024-05-31 16:03:28.424321+00"
"HC21002","Suction Pressure","890","2024-05-31 16:03:28.424321+00"
"HC21002","Comp Oil Pres","51.3","2024-05-31 16:03:28.424321+00"
"HC21002","Engine Speed","1216","2024-05-31 16:03:28.424321+00"
"HC21002","1st Stg Disc Pres","1490","2024-05-31 16:03:28.424321+00"
"HC21002","2nd Stg Disc Pres","1348","2024-05-31 16:03:28.424321+00"
"HC21002","Skid - Timestamp","61316.0","2024-05-31 15:49:07.837078+00"
"HC21002","Skid - Status","Running (latched)","2024-05-31 15:49:07.837078+00"
"HC21002","Skid - Last Stop Code","Manual Stop","2024-05-31 15:49:07.837078+00"
"HC21002","Skid - Current Operating State Code","0.0","2024-05-31 15:49:07.837078+00"
"HC21002","Sat Detected","1","2024-05-31 00:13:14.020315+00"
"HC21002","GPS Status","Reported Position is Current","2024-05-31 00:11:23.88474+00"
"HC21002","Latitude","31.6737708","2024-05-31 00:11:23.88474+00"
"HC21002","Altitude","3415.0","2024-05-31 00:11:23.88474+00"
"HC21002","Connected Satellites","12","2024-05-31 00:11:23.88474+00"
"HC21002","Longitude","-104.1964500","2024-05-31 00:11:23.88474+00"
"HC21002","Version Minor","1","2024-05-31 00:11:22.487668+00"
"HC21002","Version Major","5","2024-05-31 00:11:22.487668+00"
"HC21002","Version Build","10905","2024-05-31 00:11:22.487668+00"
"HC21002","Modem Temperature","32","2024-05-31 00:11:22.487668+00"
"HC21002","Carrier Options","ATT, Verizon and Iridium","2024-05-31 00:11:22.487668+00"
"HC21002","M-LINK Voltage","24.6","2024-05-31 00:11:22.487668+00"
"HC21002","Active Carrier","Iridium","2024-05-31 00:11:22.487668+00"
"HC21002","Modem Temp Warning Level","Normal Temperature","2024-05-31 00:11:22.487668+00"
"HC21002","Status Fault","0.0","2024-05-30 17:35:20.840937+00"
"HC21002","Fault Status Low, High","0.0","2024-05-30 17:35:20.840937+00"
"HC21003","Shutdown Code","Normal Operation","2024-05-31 16:34:48.49962+00"
"HC21003","Eng Jacket Water Temp","182","2024-05-31 16:34:47.266058+00"
"HC21003","Hour Meter","22688","2024-05-31 16:34:47.266058+00"
"HC21003","Engine Speed","1447","2024-05-31 16:34:47.266058+00"
"HC21003","Comp Oil Temp","153","2024-05-31 16:34:47.266058+00"
"HC21003","Disc Temp #2","154","2024-05-31 16:34:47.266058+00"
"HC21003","Disc Temp #1","153","2024-05-31 16:34:47.266058+00"
"HC21003","Suction Pressure","1076","2024-05-31 16:34:47.266058+00"
"HC21003","Comp Oil Pressure","49.4","2024-05-31 16:34:47.266058+00"
"HC21003","Discharge Pressure Stg 2","1558","2024-05-31 16:34:47.266058+00"
"HC21003","Discharge Pressure Stg 1","1544","2024-05-31 16:34:47.266058+00"
"HC21003","Skid - Last Stop Code","Manual Stop","2024-05-31 12:09:26.00481+00"
"HC21003","Skid - Timestamp","1716498416.0","2024-05-31 12:09:26.00481+00"
"HC21003","Skid - Status","Running (latched)","2024-05-31 12:09:26.00481+00"
"HC21003","Skid - Current Operating State Code","Normal Operation","2024-05-31 12:09:26.00481+00"
"HC21003","Cellular Signal Bars","2","2024-05-31 00:12:36.875667+00"
"HC21003","Cell Modem Status","Modem Ready","2024-05-31 00:12:36.875667+00"
"HC21003","RSRP","-105","2024-05-31 00:12:36.875667+00"
"HC21003","Cell Modem Restarts","18","2024-05-31 00:12:36.875667+00"
"HC21003","RSSI","-73","2024-05-31 00:12:36.875667+00"
"HC21003","Cell Mode","4G","2024-05-31 00:12:36.875667+00"
"HC21003","RSRQ","-10","2024-05-31 00:12:36.875667+00"
"HC21003","GPS Status","Reported Position is Current","2024-05-31 00:12:35.579916+00"
"HC21003","Latitude","31.5897988","2024-05-31 00:12:35.579916+00"
"HC21003","Longitude","-104.0677796","2024-05-31 00:12:35.579916+00"
"HC21003","Altitude","3424.5","2024-05-31 00:12:35.579916+00"
"HC21003","Connected Satellites","12","2024-05-31 00:12:35.579916+00"
"HC21003","Version Revision","8","2024-05-31 00:12:32.965473+00"
"HC21003","Carrier Options","ATT, Verizon, and Iridium","2024-05-31 00:12:32.965473+00"
"HC21003","Modem Temperature","120","2024-05-31 00:12:32.965473+00"
"HC21003","Version Build","10","2024-05-31 00:12:32.965473+00"
"HC21003","Version Minor","1","2024-05-31 00:12:32.965473+00"
"HC21003","Version Major","5","2024-05-31 00:12:32.965473+00"
"HC21003","Last System Reboot","1716498375.0","2024-05-31 00:12:32.965473+00"
"HC21003","Active Carrier","Verizon","2024-05-31 00:12:32.965473+00"
"HC21003","Modem Temp Warning Level","Normal Temperature","2024-05-31 00:12:32.965473+00"
"HC21003","Run Count","0","2024-05-31 00:12:32.965473+00"
"HC21003","Status Fault","Normal Operation","2024-05-23 21:08:48.480443+00"
"HC21003","Fault Status Low, High","0","2024-05-23 21:08:48.480443+00"
"HC21003","Skid - Shutdown","Normal Operation","2024-05-23 21:08:03.085867+00"
"HC21003","Fault code","Normal Operation","2024-01-25 13:47:27.699+00"
"HC21003","Engine Jacket Water Temp","182","2024-01-25 13:47:17.41+00"
"HC21003","Disc Temp Cyl 2","160","2024-01-25 13:47:17.41+00"
"HC21003","2nd Stg Disc Pres","1913","2024-01-25 13:47:17.41+00"
"HC21003","Comp Oil Pres","53.1","2024-01-25 13:47:17.41+00"
"HC21003","Disc Temp Cyl 1","162","2024-01-25 13:47:17.41+00"
"HC21003","1st Stg Disc Pres","1832","2024-01-25 13:47:17.41+00"
"HC21004","Shutdown Code","Normal Operation","2024-05-31 16:35:05.222853+00"
"HC21004","Disc Temp #1","177","2024-05-31 16:35:03.941539+00"
"HC21004","Discharge Pressure Stg 2","2330","2024-05-31 16:35:03.941539+00"
"HC21004","Hour Meter","21142","2024-05-31 16:35:03.941539+00"
"HC21004","Comp Oil Temp","163","2024-05-31 16:35:03.941539+00"
"HC21004","Engine Speed","1597","2024-05-31 16:35:03.941539+00"
"HC21004","Discharge Pressure Stg 1","1902","2024-05-31 16:35:03.941539+00"
"HC21004","Disc Temp #2","143","2024-05-31 16:35:03.941539+00"
"HC21004","Comp Oil Pressure","60.8","2024-05-31 16:35:03.941539+00"
"HC21004","Suction Pressure","1030","2024-05-31 16:35:03.941539+00"
"HC21004","Eng Jacket Water Temp","191","2024-05-31 16:35:03.941539+00"
"HC21004","Skid - Status","Running (latched)","2024-05-31 15:47:39.523798+00"
"HC21004","Skid - Timestamp","1717156306.0","2024-05-31 15:47:39.523798+00"
"HC21004","Skid - Current Operating State Code","Normal Operation","2024-05-31 15:47:39.523798+00"
"HC21004","Skid - Last Stop Code","Manual Stop","2024-05-31 15:47:39.523798+00"
"HC21004","Status Fault","Normal Operation","2024-05-31 12:20:07.389116+00"
"HC21004","Fault Status Low, High","0","2024-05-31 12:20:07.389116+00"
"HC21004","Cellular Signal Bars","5","2024-05-31 12:20:04.482726+00"
"HC21004","RSSI","-113","2024-05-31 12:20:04.482726+00"
"HC21004","Cell Mode","0","2024-05-31 12:20:04.482726+00"
"HC21004","RSRP","0","2024-05-31 12:20:04.482726+00"
"HC21004","RSRQ","0","2024-05-31 12:20:04.482726+00"
"HC21004","Cell Modem Status","Modem Not Connected","2024-05-31 12:20:04.482726+00"
"HC21004","Cell Modem Restarts","0","2024-05-31 12:20:04.482726+00"
"HC21004","Longitude","-104.0008580","2024-05-31 12:20:03.054803+00"
"HC21004","Latitude","31.6128729","2024-05-31 12:20:03.054803+00"
"HC21004","Connected Satellites","14","2024-05-31 12:20:03.054803+00"
"HC21004","GPS Status","Reported Position is Current","2024-05-31 12:20:03.054803+00"
"HC21004","Altitude","3340.9","2024-05-31 12:20:03.054803+00"
"HC21004","Last System Reboot","1717156275.0","2024-05-31 12:20:00.344734+00"
"HC21004","Version Major","5","2024-05-31 12:20:00.344734+00"
"HC21004","Active Carrier","Verizon","2024-05-31 12:20:00.344734+00"
"HC21004","Version Minor","1","2024-05-31 12:20:00.344734+00"
"HC21004","Version Build","10","2024-05-31 12:20:00.344734+00"
"HC21004","Modem Temperature","104","2024-05-31 12:20:00.344734+00"
"HC21004","Version Revision","8","2024-05-31 12:20:00.344734+00"
"HC21004","Carrier Options","ATT, Verizon, and Iridium","2024-05-31 12:20:00.344734+00"
"HC21004","Run Count","0","2024-05-31 12:20:00.344734+00"
"HC21004","Modem Temp Warning Level","Normal Temperature","2024-05-31 12:20:00.344734+00"
"HC21004","Skid - Shutdown","Normal Operation","2024-05-27 22:27:31.976868+00"
"HC21004","Fault code","Cooler Vibration","2024-01-25 10:22:08.175+00"
"HC21004","Disc Temp Cyl 2","128","2024-01-25 10:22:06.875+00"
"HC21004","Comp Oil Pres","23.8","2024-01-25 10:22:06.875+00"
"HC21004","Engine Jacket Water Temp","189","2024-01-25 10:22:06.875+00"
"HC21004","2nd Stg Disc Pres","2324","2024-01-25 10:22:06.875+00"
"HC21004","Disc Temp Cyl 1","171","2024-01-25 10:22:06.875+00"
"HC21004","1st Stg Disc Pres","1930","2024-01-25 10:22:06.875+00"
"HC21005","Shutdown Code","Normal Operation","2024-05-31 16:34:24.268309+00"
"HC21005","Comp Oil Temp","148","2024-05-31 16:34:22.968623+00"
"HC21005","Eng Jacket Water Temp","186","2024-05-31 16:34:22.968623+00"
"HC21005","Disc Temp #1","142","2024-05-31 16:34:22.968623+00"
"HC21005","Hour Meter","23716","2024-05-31 16:34:22.968623+00"
"HC21005","Disc Temp #2","143","2024-05-31 16:34:22.968623+00"
"HC21005","Discharge Pressure Stg 1","1367","2024-05-31 16:34:22.968623+00"
"HC21005","Suction Pressure","1032","2024-05-31 16:34:22.968623+00"
"HC21005","Comp Oil Pressure","51.1","2024-05-31 16:34:22.968623+00"
"HC21005","Engine Speed","1316","2024-05-31 16:34:22.968623+00"
"HC21005","Discharge Pressure Stg 2","1383","2024-05-31 16:34:22.968623+00"
"HC21005","Status Fault","Normal Operation","2024-05-31 04:19:32.569861+00"
"HC21005","Fault Status Low, High","0","2024-05-31 04:19:32.569861+00"
"HC21005","Skid - Status","Running (latched)","2024-05-31 04:19:27.316008+00"
"HC21005","Skid - Current Operating State Code","Normal Operation","2024-05-31 04:19:27.316008+00"
"HC21005","Skid - Last Stop Code","Manual Stop","2024-05-31 04:19:27.316008+00"
"HC21005","Skid - Timestamp","1717129042.0","2024-05-31 04:19:27.316008+00"
"HC21005","RSRQ","0","2024-05-31 04:19:22.331012+00"
"HC21005","Cell Modem Status","Modem Ready","2024-05-31 04:19:22.331012+00"
"HC21005","RSSI","-113","2024-05-31 04:19:22.331012+00"
"HC21005","Cell Modem Restarts","0","2024-05-31 04:19:22.331012+00"
"HC21005","Cell Mode","0","2024-05-31 04:19:22.331012+00"
"HC21005","Cellular Signal Bars","5","2024-05-31 04:19:22.331012+00"
"HC21005","RSRP","0","2024-05-31 04:19:22.331012+00"
"HC21005","Connected Satellites","14","2024-05-31 04:19:20.850025+00"
"HC21005","Latitude","31.6268595","2024-05-31 04:19:20.850025+00"
"HC21005","Altitude","3268.4","2024-05-31 04:19:20.850025+00"
"HC21005","GPS Status","Reported Position is Current","2024-05-31 04:19:20.850025+00"
"HC21005","Longitude","-104.0347263","2024-05-31 04:19:20.850025+00"
"HC21005","Version Revision","8","2024-05-31 04:19:19.374114+00"
"HC21005","Last System Reboot","1717129011.0","2024-05-31 04:19:19.374114+00"
"HC21005","Version Build","10","2024-05-31 04:19:19.374114+00"
"HC21005","Version Major","5","2024-05-31 04:19:19.374114+00"
"HC21005","Version Minor","1","2024-05-31 04:19:19.374114+00"
"HC21005","Active Carrier","Verizon","2024-05-31 04:19:19.374114+00"
"HC21005","Modem Temp Warning Level","Normal Temperature","2024-05-31 04:19:19.374114+00"
"HC21005","Modem Temperature","104","2024-05-31 04:19:19.374114+00"
"HC21005","Carrier Options","ATT, Verizon, and Iridium","2024-05-31 04:19:19.374114+00"
"HC21005","Run Count","0","2024-05-31 04:19:19.374114+00"
"HC21005","Skid - Shutdown","Normal Operation","2024-05-25 13:24:14.110645+00"
"HC21005","Fault code","Normal Operation","2024-04-17 02:45:45.840873+00"
"HC21005","1st Stg Disc Pres","1343","2024-04-17 02:45:43.045779+00"
"HC21005","Disc Temp Cyl 2","129","2024-04-17 02:45:43.045779+00"
"HC21005","Disc Temp Cyl 1","129","2024-04-17 02:45:43.045779+00"
"HC21005","Engine Jacket Water Temp","188","2024-04-17 02:45:43.045779+00"
"HC21005","Comp Oil Pres","51.6","2024-04-17 02:45:43.045779+00"
"HC21005","2nd Stg Disc Pres","1326","2024-04-17 02:45:43.045779+00"
"HC21006","Skid - Last Stop Code","High Eng Jacket Water Temp","2024-05-28 21:25:32.9756+00"
"HC21006","Skid - Timestamp","1716931038.0","2024-05-28 21:25:32.9756+00"
"HC21006","Skid - Status","Stopped","2024-05-28 21:25:32.9756+00"
"HC21006","Skid - Current Operating State Code","High Eng Jacket Water Temp","2024-05-28 21:25:32.9756+00"
"HC21006","Skid - Shutdown","High Eng Jacket Water Temp","2024-05-28 21:19:03.395369+00"
"HC21006","Shutdown Code","High Eng Jacket Water Temp","2024-05-28 21:18:57.194264+00"
"HC21006","Engine Speed","1406","2024-05-28 21:18:55.780432+00"
"HC21006","Comp Oil Temp","151","2024-05-28 21:18:55.780432+00"
"HC21006","Disc Temp #1","161","2024-05-28 21:18:55.780432+00"
"HC21006","Discharge Pressure Stg 2","1530","2024-05-28 21:18:55.780432+00"
"HC21006","Hour Meter","21060","2024-05-28 21:18:55.780432+00"
"HC21006","Comp Oil Pressure","44.9","2024-05-28 21:18:55.780432+00"
"HC21006","Eng Jacket Water Temp","220","2024-05-28 21:18:55.780432+00"
"HC21006","Disc Temp #2","156","2024-05-28 21:18:55.780432+00"
"HC21006","Suction Pressure","1047","2024-05-28 21:18:55.780432+00"
