"unit_number","name","value","timestamp"
"HC20322","Disc Temp Cyl 2","252","2024-01-25 15:54:14.699+00"
"HC20322","Disc Temp Cyl 1","245","2024-01-25 15:54:14.699+00"
"HC20322","Comp Oil Pres","65.7","2024-01-25 15:54:14.699+00"
"HC20322","2nd Stg Disc Pres","530","2024-01-25 15:54:14.699+00"
"HC20322","1st Stg Disc Pres","213","2024-01-25 15:54:14.699+00"
"HC20322","Disc Temp Cyl 4","214","2024-01-25 15:54:14.699+00"
"HC20322","Disc Temp Cyl 3","246","2024-01-25 15:54:14.699+00"
"HC20322","Engine Jacket Water Temp","195","2024-01-25 15:54:14.699+00"
"HC20322","Final Disc Pres","1086","2024-01-25 15:54:14.699+00"
"HC20324","Shutdown Code","Normal Operation","2024-05-31 16:33:51.096482+00"
"HC20324","Disc Temp #4","219","2024-05-31 16:33:45.974803+00"
"HC20324","Hour Meter","22920","2024-05-31 16:33:45.974803+00"
"HC20324","Disc Temp #1","204","2024-05-31 16:33:45.974803+00"
"HC20324","Disc Temp #3","206","2024-05-31 16:33:45.974803+00"
"HC20324","Discharge Pressure Stg 3","979","2024-05-31 16:33:45.974803+00"
"HC20324","Engine Speed","1635","2024-05-31 16:33:45.974803+00"
"HC20324","Comp Oil Pressure","54.3","2024-05-31 16:33:45.974803+00"
"HC20324","Discharge Pressure Stg 1","131","2024-05-31 16:33:45.974803+00"
"HC20324","Eng Jacket Water Temp","196","2024-05-31 16:33:45.974803+00"
"HC20324","Disc Temp #2","227","2024-05-31 16:33:45.974803+00"
"HC20324","Comp Oil Temp","166","2024-05-31 16:33:45.974803+00"
"HC20324","Discharge Pressure Stg 2","353","2024-05-31 16:33:45.974803+00"
"HC20324","Suction Pressure","38","2024-05-31 16:33:45.974803+00"
"HC20324","RSSI","-73","2024-05-31 00:10:07.377022+00"
"HC20324","Cell Modem Status","Modem Ready","2024-05-31 00:10:07.377022+00"
"HC20324","RSRP","-101","2024-05-31 00:10:07.377022+00"
"HC20324","Cell Mode","4G","2024-05-31 00:10:07.377022+00"
"HC20324","RSRQ","-13","2024-05-31 00:10:07.377022+00"
"HC20324","Cellular Signal Bars","2","2024-05-31 00:10:07.377022+00"
"HC20324","Cell Modem Restarts","0","2024-05-31 00:10:07.377022+00"
"HC20324","Longitude","-101.8855378","2024-05-31 00:10:06.039076+00"
"HC20324","GPS Status","Reported Position is Current","2024-05-31 00:10:06.039076+00"
"HC20324","Altitude","2842.8","2024-05-31 00:10:06.039076+00"
"HC20324","Latitude","31.7286991","2024-05-31 00:10:06.039076+00"
"HC20324","Connected Satellites","11","2024-05-31 00:10:06.039076+00"
"HC20324","Run Count","0","2024-05-31 00:09:38.646395+00"
"HC20324","Last System Reboot","1717101735.0","2024-05-31 00:09:38.646395+00"
"HC20324","Version Build","10","2024-05-31 00:09:38.646395+00"
"HC20324","Modem Temp Warning Level","Normal Temperature","2024-05-31 00:09:38.646395+00"
"HC20324","Version Revision","8","2024-05-31 00:09:38.646395+00"
"HC20324","Modem Temperature","91","2024-05-31 00:09:38.646395+00"
"HC20324","Carrier Options","ATT, Verizon, and Iridium","2024-05-31 00:09:38.646395+00"
"HC20324","Version Major","5","2024-05-31 00:09:38.646395+00"
"HC20324","Version Minor","1","2024-05-31 00:09:38.646395+00"
"HC20324","Active Carrier","Verizon","2024-05-31 00:09:38.646395+00"
"HC20324","Skid - Status","Running (latched)","2024-05-30 21:08:56.011053+00"
"HC20324","Skid - Last Stop Code","Low Discharge Pressure Stg 1","2024-05-30 21:08:56.011053+00"
"HC20324","Skid - Current Operating State Code","Normal Operation","2024-05-30 21:08:56.011053+00"
"HC20324","Skid - Timestamp","1717103176.0","2024-05-30 21:08:56.011053+00"
"HC20324","Skid - Shutdown","Normal Operation","2024-05-30 21:06:33.892596+00"
"HC20324","Fault Status Low, High","0.0","2024-05-30 20:44:15.388528+00"
"HC20324","Status Fault","0.0","2024-05-30 20:44:15.388528+00"
"HC20324","AFR Fault","536","2024-01-30 16:22:54.534+00"
"HC20324","Disc Temp Cyl 1","211","2024-01-30 16:22:54.534+00"
"HC20324","2nd Stg Disc Pres","375","2024-01-30 16:22:54.534+00"
"HC20324","Compressor Oil LSLL","536","2024-01-30 16:22:54.534+00"
"HC20324","1st Stg Disc Pres","134","2024-01-30 16:22:54.534+00"
"HC20324","Final Disc Pres","983","2024-01-30 16:22:54.534+00"
"HC20324","Disc Temp Cyl 3","214","2024-01-30 16:22:54.534+00"
"HC20324","Preconverter Temp","65474","2024-01-30 16:22:54.534+00"
"HC20324","Lubricator No Flow RB FSLL","14","2024-01-30 16:22:54.534+00"
"HC20324","Fuel Scrubber LSHH","536","2024-01-30 16:22:54.534+00"
"HC20324","Jacket Water LSLL","537","2024-01-30 16:22:54.534+00"
"HC20324","Pre-Lube Fail","536","2024-01-30 16:22:54.534+00"
"HC20324","Disc Temp Cyl 2","272","2024-01-30 16:22:54.534+00"
"HC20324","Postconvert Temp","195","2024-01-30 16:22:54.534+00"
"HC20324","Aux Water LSLL","537","2024-01-30 16:22:54.534+00"
"HC20324","Scrubber Stage 3 LSHH","537","2024-01-30 16:22:54.534+00"
"HC20324","Scrubber Stage 1 LSHH","537","2024-01-30 16:22:54.534+00"
"HC20324","Panel Emergency Stop","536","2024-01-30 16:22:54.534+00"
"HC20324","Disc Temp Cyl 4","232","2024-01-30 16:22:54.534+00"
"HC20324","Comp Oil Pres","53.8","2024-01-30 16:22:54.534+00"
"HC20324","Scrubber Stage 2 LSHH","537","2024-01-30 16:22:54.534+00"
"HC20324","CAT Engine Fail","536","2024-01-30 16:22:54.534+00"
"HC20324","Cooler Vibration","537","2024-01-30 16:22:54.534+00"
"HC20324","Engine Vibration","536","2024-01-30 16:22:54.534+00"
"HC20324","Compressor Vibration","536","2024-01-30 16:22:54.534+00"
"HC20324","Engine Oil LSLL","536","2024-01-30 16:22:54.534+00"
"HC20324","Lubricator No Flow FSLL","9","2024-01-30 16:22:54.534+00"
"HC20324","Derived Run Status","Running","2024-01-30 16:22:53.156+00"
"HC20324","Derived Stop Status","Not Stopped (Running, Warmup, or Cooldown)","2024-01-30 16:22:53.156+00"
"HC20324","Fault code","Normal Operation","2024-01-30 16:22:53.156+00"
"HC20701","Shutdown Code","Normal Operation","2024-05-31 16:32:05.558688+00"
"HC20701","Engine Speed","1361","2024-05-31 16:32:04.251532+00"
"HC20701","Comp Oil Pressure","58.2","2024-05-31 16:32:04.251532+00"
"HC20701","Discharge Pressure Stg 3","1187","2024-05-31 16:32:04.251532+00"
"HC20701","Discharge Pressure Stg 1","154","2024-05-31 16:32:04.251532+00"
"HC20701","Discharge Pressure Stg 2","432","2024-05-31 16:32:04.251532+00"
"HC20701","Disc Temp #3","229","2024-05-31 16:32:04.251532+00"
"HC20701","Pre Cat Temp","694","2024-05-31 16:32:04.251532+00"
"HC20701","Disc Temp #1","245","2024-05-31 16:32:04.251532+00"
"HC20701","Disc Temp #2","241","2024-05-31 16:32:04.251532+00"
"HC20701","Post Cat Temp","566","2024-05-31 16:32:04.251532+00"
"HC20701","Hour Meter","17133","2024-05-31 16:32:04.251532+00"
"HC20701","Suction Pressure","46","2024-05-31 16:32:04.251532+00"
"HC20701","Comp Oil Temp","161","2024-05-31 16:32:04.251532+00"
"HC20701","Disc Temp #4","233","2024-05-31 16:32:04.251532+00"
"HC20701","RSSI","-73","2024-05-30 23:59:18.532061+00"
"HC20701","RSRP","-103","2024-05-30 23:59:18.532061+00"
"HC20701","Cell Modem Status","Modem Ready","2024-05-30 23:59:18.532061+00"
"HC20701","Cellular Signal Bars","2","2024-05-30 23:59:18.532061+00"
"HC20701","Cell Modem Restarts","12","2024-05-30 23:59:18.532061+00"
"HC20701","RSRQ","-12","2024-05-30 23:59:18.532061+00"
"HC20701","Cell Mode","4G","2024-05-30 23:59:18.532061+00"
"HC20701","GPS Status","Reported Position is Current","2024-05-30 23:59:17.008966+00"
"HC20701","Latitude","32.2806443","2024-05-30 23:59:17.008966+00"
"HC20701","Longitude","-101.9299794","2024-05-30 23:59:17.008966+00"
"HC20701","Connected Satellites","11","2024-05-30 23:59:17.008966+00"
"HC20701","Altitude","2891.7","2024-05-30 23:59:17.008966+00"
"HC20701","Last System Reboot","1715848611.0","2024-05-30 23:59:15.510177+00"
"HC20701","Version Revision","13","2024-05-30 23:59:15.510177+00"
"HC20701","Modem Temperature","100","2024-05-30 23:59:15.510177+00"
"HC20701","Run Count","0","2024-05-30 23:59:15.510177+00"
"HC20701","Version Major","5","2024-05-30 23:59:15.510177+00"
"HC20701","Modem Temp Warning Level","Normal Temperature","2024-05-30 23:59:15.510177+00"
"HC20701","Active Carrier","Verizon","2024-05-30 23:59:15.510177+00"
"HC20701","Carrier Options","ATT, Verizon, and Iridium","2024-05-30 23:59:15.510177+00"
"HC20701","Version Minor","1","2024-05-30 23:59:15.510177+00"
"HC20701","Version Build","10","2024-05-30 23:59:15.510177+00"
"HC20701","Skid - Last Stop Code","Low Suction Pressure","2024-05-26 16:12:34.873209+00"
"HC20701","Skid - Timestamp","1716739944.0","2024-05-26 16:12:34.873209+00"
"HC20701","Skid - Status","Running (latched)","2024-05-26 16:12:34.873209+00"
"HC20701","Skid - Current Operating State Code","Normal Operation","2024-05-26 16:12:34.873209+00"
"HC20701","Skid - Shutdown","Normal Operation","2024-05-26 16:12:00.905798+00"
"HC20701","Fault Status Low, High","0","2024-05-16 08:37:37.385462+00"
"HC20701","Status Fault","Normal Operation","2024-05-16 08:37:37.385462+00"
"HC20701","2nd Stg Disc Pres","425","2024-01-25 14:58:01.379+00"
"HC20701","Final Disc Pres","1176","2024-01-25 14:58:01.379+00"
"HC20701","Disc Temp Cyl 3","234","2024-01-25 14:58:01.379+00"
"HC20701","Comp Oil Pres","58.0","2024-01-25 14:58:01.379+00"
"HC20701","Disc Temp Cyl 4","218","2024-01-25 14:58:01.379+00"
"HC20701","Disc Temp Cyl 1","243","2024-01-25 14:58:01.379+00"
"HC20701","PostConverter Temp","579","2024-01-25 14:58:01.379+00"
"HC20701","1st Stg Disc Pres","153","2024-01-25 14:58:01.379+00"
"HC20701","PreConverter Temp","696","2024-01-25 14:58:01.379+00"
"HC20701","Disc Temp Cyl 2","227","2024-01-25 14:58:01.379+00"
"HC20701","Fault code","Normal Operation","2024-01-25 14:57:58.775+00"
"HC20704","Shutdown Code","Normal Operation","2024-05-31 16:33:23.008496+00"
"HC20704","Discharge Pressure Stg 1","138","2024-05-31 16:33:17.122894+00"
"HC20704","Post Cat Temp","701","2024-05-31 16:33:17.122894+00"
"HC20704","Disc Temp #2","212","2024-05-31 16:33:17.122894+00"
"HC20704","Comp Oil Pressure","59.3","2024-05-31 16:33:17.122894+00"
"HC20704","Disc Temp #3","234","2024-05-31 16:33:17.122894+00"
"HC20704","Discharge Pressure Stg 3","809","2024-05-31 16:33:17.122894+00"
"HC20704","Disc Temp #4","248","2024-05-31 16:33:17.122894+00"
"HC20704","Pre Cat Temp","708","2024-05-31 16:33:17.122894+00"
"HC20704","Discharge Pressure Stg 2","369","2024-05-31 16:33:17.122894+00"
"HC20704","Hour Meter","25808","2024-05-31 16:33:17.122894+00"
"HC20704","Comp Oil Temp","167","2024-05-31 16:33:17.122894+00"
"HC20704","Disc Temp #1","235","2024-05-31 16:33:17.122894+00"
"HC20704","Engine Speed","1306","2024-05-31 16:33:17.122894+00"
"HC20704","Suction Pressure","41","2024-05-31 16:33:17.122894+00"
"HC20704","Cell Modem Restarts","0","2024-05-31 00:05:59.042574+00"
"HC20704","RSSI","-59","2024-05-31 00:05:59.042574+00"
"HC20704","Cellular Signal Bars","2","2024-05-31 00:05:59.042574+00"
"HC20704","Cell Mode","4G","2024-05-31 00:05:59.042574+00"
"HC20704","RSRQ","-12","2024-05-31 00:05:59.042574+00"
"HC20704","RSRP","-90","2024-05-31 00:05:59.042574+00"
"HC20704","Cell Modem Status","Modem Ready","2024-05-31 00:05:59.042574+00"
"HC20704","Connected Satellites","11","2024-05-31 00:05:57.651852+00"
"HC20704","Altitude","2724.1","2024-05-31 00:05:57.651852+00"
"HC20704","GPS Status","Reported Position is Current","2024-05-31 00:05:57.651852+00"
"HC20704","Longitude","-101.6519698","2024-05-31 00:05:57.651852+00"
"HC20704","Latitude","31.7813241","2024-05-31 00:05:57.651852+00"
"HC20704","Version Minor","1","2024-05-31 00:05:29.244818+00"
"HC20704","Last System Reboot","1717007120.0","2024-05-31 00:05:29.244818+00"
"HC20704","Version Revision","8","2024-05-31 00:05:29.244818+00"
"HC20704","Version Major","5","2024-05-31 00:05:29.244818+00"
"HC20704","Version Build","10","2024-05-31 00:05:29.244818+00"
"HC20704","Modem Temperature","91","2024-05-31 00:05:29.244818+00"
"HC20704","Active Carrier","Verizon","2024-05-31 00:05:29.244818+00"
"HC20704","Modem Temp Warning Level","Normal Temperature","2024-05-31 00:05:29.244818+00"
"HC20704","Run Count","0","2024-05-31 00:05:29.244818+00"
"HC20704","Carrier Options","ATT, Verizon, and Iridium","2024-05-31 00:05:29.244818+00"
"HC20704","Fault Status Low, High","0","2024-05-29 18:26:29.343866+00"
"HC20704","Status Fault","Normal Operation","2024-05-29 18:26:29.343866+00"
"HC20704","Skid - Last Stop Code","Manual Stop","2024-05-29 18:26:08.018265+00"
"HC20704","Skid - Status","Running (latched)","2024-05-29 18:26:08.018265+00"
"HC20704","Skid - Current Operating State Code","Normal Operation","2024-05-29 18:26:08.018265+00"
"HC20704","Skid - Timestamp","1717007151.0","2024-05-29 18:26:08.018265+00"
"HC20704","Skid - Shutdown","Normal Operation","2024-05-23 19:58:23.173437+00"
"HC20704","1st Stg Disc Pres","129","2024-01-25 14:39:07.585+00"
"HC20704","PreConverter Temp","708","2024-01-25 14:39:07.585+00"
"HC20704","Disc Temp Cyl 1","256","2024-01-25 14:39:07.585+00"
"HC20704","Comp Oil Pres","59.0","2024-01-25 14:39:07.585+00"
"HC20704","Disc Temp Cyl 2","254","2024-01-25 14:39:07.585+00"
"HC20704","Final Disc Pres","1278","2024-01-25 14:39:07.585+00"
"HC20704","PostConverter Temp","705","2024-01-25 14:39:07.585+00"
"HC20704","Disc Temp Cyl 3","255","2024-01-25 14:39:07.585+00"
"HC20704","Disc Temp Cyl 4","233","2024-01-25 14:39:07.585+00"
"HC20704","2nd Stg Disc Pres","422","2024-01-25 14:39:07.585+00"
"HC20704","Fault code","Normal Operation","2024-01-25 14:38:47.924+00"
"HC20705","Shutdown Code","Normal Operation","2024-05-31 16:35:13.146716+00"
"HC20705","Hour Meter","26375","2024-05-31 16:35:11.897366+00"
"HC20705","Discharge Pressure Stg 1","154","2024-05-31 16:35:11.897366+00"
"HC20705","Post Cat Temp","757","2024-05-31 16:35:11.897366+00"
"HC20705","Disc Temp #2","226","2024-05-31 16:35:11.897366+00"
"HC20705","Disc Temp #4","240","2024-05-31 16:35:11.897366+00"
"HC20705","Disc Temp #3","226","2024-05-31 16:35:11.897366+00"
"HC20705","Comp Oil Pressure","64.3","2024-05-31 16:35:11.897366+00"
"HC20705","Suction Pressure","47","2024-05-31 16:35:11.897366+00"
"HC20705","Discharge Pressure Stg 3","1187","2024-05-31 16:35:11.897366+00"
"HC20705","Comp Oil Temp","152","2024-05-31 16:35:11.897366+00"
"HC20705","Disc Temp #1","226","2024-05-31 16:35:11.897366+00"
"HC20705","Pre Cat Temp","751","2024-05-31 16:35:11.897366+00"
"HC20705","Engine Speed","1356","2024-05-31 16:35:11.897366+00"
"HC20705","Discharge Pressure Stg 2","464","2024-05-31 16:35:11.897366+00"
"HC20705","Cell Modem Status","Modem Ready","2024-05-31 00:04:58.384539+00"
"HC20705","RSSI","-71","2024-05-31 00:04:58.384539+00"
"HC20705","RSRP","-103","2024-05-31 00:04:58.384539+00"
"HC20705","Cellular Signal Bars","2","2024-05-31 00:04:58.384539+00"
"HC20705","RSRQ","-12","2024-05-31 00:04:58.384539+00"
"HC20705","Cell Mode","4G","2024-05-31 00:04:58.384539+00"
"HC20705","Cell Modem Restarts","12","2024-05-31 00:04:58.384539+00"
"HC20705","Altitude","2846.8","2024-05-31 00:04:57.023499+00"
"HC20705","GPS Status","Reported Position is Current","2024-05-31 00:04:57.023499+00"
"HC20705","Latitude","32.2806761","2024-05-31 00:04:57.023499+00"
"HC20705","Connected Satellites","11","2024-05-31 00:04:57.023499+00"
"HC20705","Longitude","-101.9299046","2024-05-31 00:04:57.023499+00"
"HC20705","Modem Temperature","95","2024-05-31 00:04:49.638862+00"
"HC20705","Carrier Options","ATT, Verizon, and Iridium","2024-05-31 00:04:49.638862+00"
"HC20705","Version Build","10","2024-05-31 00:04:49.638862+00"
"HC20705","Run Count","0","2024-05-31 00:04:49.638862+00"
"HC20705","Version Revision","13","2024-05-31 00:04:49.638862+00"
"HC20705","Version Minor","1","2024-05-31 00:04:49.638862+00"
"HC20705","Modem Temp Warning Level","Normal Temperature","2024-05-31 00:04:49.638862+00"
"HC20705","Version Major","5","2024-05-31 00:04:49.638862+00"
"HC20705","Last System Reboot","1716539121.0","2024-05-31 00:04:49.638862+00"
"HC20705","Active Carrier","Verizon","2024-05-31 00:04:49.638862+00"
"HC20705","Skid - Last Stop Code","Low Eng Panel Shutdown","2024-05-26 08:15:39.135878+00"
"HC20705","Skid - Status","Running (latched)","2024-05-26 08:15:39.135878+00"
"HC20705","Skid - Timestamp","1716711290.0","2024-05-26 08:15:39.135878+00"
"HC20705","Skid - Current Operating State Code","Normal Operation","2024-05-26 08:15:39.135878+00"
"HC20705","Skid - Shutdown","Normal Operation","2024-05-26 08:13:32.408962+00"
"HC20705","Status Fault","Normal Operation","2024-05-24 08:26:37.244305+00"
"HC20705","Fault Status Low, High","0","2024-05-24 08:26:37.244305+00"
"HC20705","Disc Temp Cyl 1","229","2024-01-25 14:58:49.173+00"
"HC20705","1st Stg Disc Pres","144","2024-01-25 14:58:49.173+00"
"HC20705","Disc Temp Cyl 4","231","2024-01-25 14:58:49.173+00"
"HC20705","Disc Temp Cyl 2","225","2024-01-25 14:58:49.173+00"
"HC20705","PreConverter Temp","695","2024-01-25 14:58:49.173+00"
"HC20705","PostConverter Temp","702","2024-01-25 14:58:49.173+00"
"HC20705","Final Disc Pres","1176","2024-01-25 14:58:49.173+00"
"HC20705","Comp Oil Pres","63.0","2024-01-25 14:58:49.173+00"
"HC20705","2nd Stg Disc Pres","469","2024-01-25 14:58:49.173+00"
"HC20705","Disc Temp Cyl 3","229","2024-01-25 14:58:49.173+00"
"HC20705","Fault code","Normal Operation","2024-01-25 14:58:27.718+00"
"HC20705","Derived Stop Status","Not Stopped (Running, Warmup, or Cooldown)","2024-01-16 22:49:59.33+00"
"HC20705","Derived Run Status","Running","2024-01-16 22:49:59.33+00"
"HC20706","Shutdown Code","Normal Operation","2024-05-31 16:34:12.382754+00"
"HC20706","Hour Meter","22419","2024-05-31 16:34:11.043766+00"
"HC20706","Discharge Pressure Stg 2","447","2024-05-31 16:34:11.043766+00"
"HC20706","Suction Pressure","51","2024-05-31 16:34:11.043766+00"
"HC20706","Discharge Pressure Stg 3","1287","2024-05-31 16:34:11.043766+00"
"HC20706","Comp Oil Pressure","64.0","2024-05-31 16:34:11.043766+00"
"HC20706","Disc Temp #1","202","2024-05-31 16:34:11.043766+00"
"HC20706","Disc Temp #2","247","2024-05-31 16:34:11.043766+00"
"HC20706","Disc Temp #3","210","2024-05-31 16:34:11.043766+00"
"HC20706","Disc Temp #4","230","2024-05-31 16:34:11.043766+00"
"HC20706","Post Cat Temp","757","2024-05-31 16:34:11.043766+00"
"HC20706","Comp Oil Temp","142","2024-05-31 16:34:11.043766+00"
"HC20706","Engine Speed","1301","2024-05-31 16:34:11.043766+00"
"HC20706","Pre Cat Temp","752","2024-05-31 16:34:11.043766+00"
"HC20706","Discharge Pressure Stg 1","156","2024-05-31 16:34:11.043766+00"
"HC20706","Skid - Timestamp","1717159907.0","2024-05-31 12:52:06.077928+00"
"HC20706","Skid - Current Operating State Code","Normal Operation","2024-05-31 12:52:06.077928+00"
"HC20706","Skid - Last Stop Code","High Discharge Pressure Stg 3","2024-05-31 12:52:06.077928+00"
"HC20706","Skid - Status","Running (latched)","2024-05-31 12:52:06.077928+00"
"HC20706","Skid - Shutdown","Normal Operation","2024-05-31 12:51:40.363921+00"
"HC20706","Cell Mode","4G","2024-05-31 00:10:04.709358+00"
"HC20706","Cell Modem Status","Modem Ready","2024-05-31 00:10:04.709358+00"
"HC20706","Cell Modem Restarts","6","2024-05-31 00:10:04.709358+00"
"HC20706","RSRP","-101","2024-05-31 00:10:04.709358+00"
"HC20706","RSSI","-65","2024-05-31 00:10:04.709358+00"
"HC20706","Cellular Signal Bars","1","2024-05-31 00:10:04.709358+00"
"HC20706","RSRQ","-17","2024-05-31 00:10:04.709358+00"
"HC20706","GPS Status","Reported Position is Current","2024-05-31 00:10:03.401465+00"
"HC20706","Altitude","2836.6","2024-05-31 00:10:03.401465+00"
"HC20706","Longitude","-101.9169216","2024-05-31 00:10:03.401465+00"
"HC20706","Latitude","31.5689500","2024-05-31 00:10:03.401465+00"
"HC20706","Connected Satellites","12","2024-05-31 00:10:03.401465+00"
"HC20706","Active Carrier","Verizon","2024-05-31 00:10:01.843224+00"
"HC20706","Modem Temperature","97","2024-05-31 00:10:01.843224+00"
"HC20706","Version Minor","1","2024-05-31 00:10:01.843224+00"
"HC20706","Carrier Options","ATT, Verizon, and Iridium","2024-05-31 00:10:01.843224+00"
"HC20706","Version Major","5","2024-05-31 00:10:01.843224+00"
"HC20706","Version Build","10","2024-05-31 00:10:01.843224+00"
"HC20706","Version Revision","8","2024-05-31 00:10:01.843224+00"
"HC20706","Run Count","0","2024-05-31 00:10:01.843224+00"
"HC20706","Modem Temp Warning Level","Normal Temperature","2024-05-31 00:10:01.843224+00"
"HC20706","Last System Reboot","1716963023.0","2024-05-31 00:10:01.843224+00"
"HC20706","Fault Status Low, High","0","2024-05-29 06:11:42.327263+00"
"HC20706","Status Fault","Normal Operation","2024-05-29 06:11:42.327263+00"
"HC20706","Fault code","Normal Operation","2024-01-25 15:16:17.923+00"
"HC20706","Disc Temp Cyl 2","239","2024-01-25 15:16:16.501+00"
"HC20706","PostConverter Temp","750","2024-01-25 15:16:16.501+00"
"HC20706","Disc Temp Cyl 1","204","2024-01-25 15:16:16.501+00"
"HC20706","Disc Temp Cyl 3","210","2024-01-25 15:16:16.501+00"
"HC20706","2nd Stg Disc Pres","407","2024-01-25 15:16:16.501+00"
"HC20706","PreConverter Temp","749","2024-01-25 15:16:16.501+00"
"HC20706","Final Discharge Pressure","1114","2024-01-25 15:16:16.501+00"
"HC20706","Comp Oil Pres","63.2","2024-01-25 15:16:16.501+00"
"HC20706","Disc Temp Cyl 4","218","2024-01-25 15:16:16.501+00"
"HC20706","1st Stg Disc Pres","142","2024-01-25 15:16:16.501+00"
"HC20707","Fault code","Normal Operation","2024-05-31 16:34:57.984833+00"
"HC20707","Disc Temp Cyl 4","229","2024-05-31 16:34:56.604773+00"
"HC20707","Disc Temp Cyl 3","204","2024-05-31 16:34:56.604773+00"
"HC20707","Disc Temp Cyl 1","205","2024-05-31 16:34:56.604773+00"
"HC20707","Comp Oil Pres","61.1","2024-05-31 16:34:56.604773+00"
"HC20707","Final Disc Pres","50","2024-05-31 16:34:56.604773+00"
"HC20707","Suction Pressure","1289","2024-05-31 16:34:56.604773+00"
"HC20707","PostConverter Temp","740","2024-05-31 16:34:56.604773+00"
"HC20707","Comp Oil Temp","140","2024-05-31 16:34:56.604773+00"
"HC20707","2nd Stg Disc Pres","439","2024-05-31 16:34:56.604773+00"
"HC20707","Hour Meter","22383","2024-05-31 16:34:56.604773+00"
"HC20707","Engine Speed","1290","2024-05-31 16:34:56.604773+00"
"HC20707","1st Stg Disc Pres","145","2024-05-31 16:34:56.604773+00"
"HC20707","Disc Temp Cyl 2","240","2024-05-31 16:34:56.604773+00"
"HC20707","PreConverter Temp","710","2024-05-31 16:34:56.604773+00"
"HC20707","Status Fault","Normal Operation","2024-05-31 10:21:03.433302+00"
"HC20707","Fault Status Low, High","0","2024-05-31 10:21:03.433302+00"
"HC20707","Skid - Status","Running (latched)","2024-05-31 10:21:00.434501+00"
"HC20707","Skid - Current Operating State Code","Normal Operation","2024-05-31 10:21:00.434501+00"
"HC20707","Skid - Last Stop Code","Manual Stop","2024-05-31 10:21:00.434501+00"
"HC20707","Skid - Timestamp","1717150611.0","2024-05-31 10:21:00.434501+00"
"HC20707","Cellular Signal Bars","5","2024-05-31 10:20:54.605458+00"
"HC20707","Cell Modem Status","Modem Ready","2024-05-31 10:20:54.605458+00"
"HC20707","RSRP","0","2024-05-31 10:20:54.605458+00"
"HC20707","Cell Mode","0","2024-05-31 10:20:54.605458+00"
"HC20707","Cell Modem Restarts","0","2024-05-31 10:20:54.605458+00"
"HC20707","RSRQ","0","2024-05-31 10:20:54.605458+00"
"HC20707","RSSI","-113","2024-05-31 10:20:54.605458+00"
"HC20707","GPS Status","Reported Position is Current","2024-05-31 10:20:45.581727+00"
"HC20707","Latitude","31.5689941","2024-05-31 10:20:45.581727+00"
"HC20707","Longitude","-101.9167333","2024-05-31 10:20:45.581727+00"
"HC20707","Connected Satellites","15","2024-05-31 10:20:45.581727+00"
"HC20707","Altitude","2779.9","2024-05-31 10:20:45.581727+00"
"HC20707","Version Build","10","2024-05-31 10:20:44.298163+00"
"HC20707","Version Revision","8","2024-05-31 10:20:44.298163+00"
"HC20707","Run Count","0","2024-05-31 10:20:44.298163+00"
"HC20707","Active Carrier","Verizon","2024-05-31 10:20:44.298163+00"
"HC20707","Version Minor","1","2024-05-31 10:20:44.298163+00"
"HC20707","Version Major","5","2024-05-31 10:20:44.298163+00"
"HC20707","Modem Temp Warning Level","Normal Temperature","2024-05-31 10:20:44.298163+00"
"HC20707","Last System Reboot","1717150581.0","2024-05-31 10:20:44.298163+00"
"HC20707","Modem Temperature","104","2024-05-31 10:20:44.298163+00"
"HC20707","Carrier Options","ATT, Verizon, and Iridium","2024-05-31 10:20:44.298163+00"
"HC20707","Skid - Shutdown","Normal Operation","2024-05-28 17:54:20.190927+00"
"HC20707","Shutdown Code","Normal Operation","2024-04-15 15:51:54.944894+00"
"HC20707","Disc Temp #4","235","2024-04-15 15:51:52.492169+00"
"HC20707","Discharge Pressure Stg 3","48","2024-04-15 15:51:52.492169+00"
"HC20707","Discharge Pressure Stg 2","412","2024-04-15 15:51:52.492169+00"
"HC20707","Pre Cat Temp","713","2024-04-15 15:51:52.492169+00"
"HC20707","Disc Temp #2","237","2024-04-15 15:51:52.492169+00"
"HC20707","Post Cat Temp","743","2024-04-15 15:51:52.492169+00"
"HC20707","Disc Temp #3","215","2024-04-15 15:51:52.492169+00"
"HC20707","Discharge Pressure Stg 1","140","2024-04-15 15:51:52.492169+00"
"HC20707","Disc Temp #1","215","2024-04-15 15:51:52.492169+00"
"HC20707","Comp Oil Pressure","60.6","2024-04-15 15:51:52.492169+00"
"HC20708","Shutdown Code","Normal Operation","2024-05-31 16:32:21.294169+00"
"HC20708","Disc Temp #2","245","2024-05-31 16:32:19.912396+00"
"HC20708","Hour Meter","17928","2024-05-31 16:32:19.912396+00"
"HC20708","Comp Oil Temp","166","2024-05-31 16:32:19.912396+00"
"HC20708","Post Cat Temp","737","2024-05-31 16:32:19.912396+00"
"HC20708","Pre Cat Temp","759","2024-05-31 16:32:19.912396+00"
"HC20708","Disc Temp #4","263","2024-05-31 16:32:19.912396+00"
"HC20708","Disc Temp #3","221","2024-05-31 16:32:19.912396+00"
"HC20708","Disc Temp #1","224","2024-05-31 16:32:19.912396+00"
"HC20708","Comp Oil Pressure","75.1","2024-05-31 16:32:19.912396+00"
"HC20708","Suction Pressure","48","2024-05-31 16:32:19.912396+00"
